indicator,year,countrycode,period,welftype,spell,subgroup,value
WB.SP.meantotal,2007,GBR,2007-2012,INC,1,National,52.96397
WB.SP.meantotal,2012,GBR,2007-2012,INC,2,National,50.74094
WB.SP.meantotal,2009,GBR,2009-2014,INC,1,National,53.45805
WB.SP.meantotal,2014,GBR,2009-2014,INC,2,National,52.55822
WB.SP.meantotal,2010,GBR,2010-2015,INC,1,National,52.07365
WB.SP.meantotal,2015,GBR,2010-2015,INC,2,National,53.34826
WB.SP.meantotal,2011,GBR,2011-2016,INC,1,National,50.91064
WB.SP.meantotal,2016,GBR,2011-2016,INC,2,National,53.65266
WB.SP.meantotal,2012,GBR,2012-2017,INC,1,National,50.74094
WB.SP.meantotal,2017,GBR,2012-2017,INC,2,National,53.33353
WB.SP.meantotal,2015,GBR,2015-2020,INC,1,National,53.34826
WB.SP.meantotal,2020,GBR,2015-2020,INC,2,National,54.88597
WB.SP.meantotal,2007,GEO,2007-2012,CONS,1,National,5.7105
WB.SP.meantotal,2012,GEO,2007-2012,CONS,2,National,6.764418
WB.SP.meantotal,2008,GEO,2008-2013,CONS,1,National,6.172023
WB.SP.meantotal,2013,GEO,2008-2013,CONS,2,National,7.425474
WB.SP.meantotal,2009,GEO,2009-2014,CONS,1,National,6.117925
WB.SP.meantotal,2014,GEO,2009-2014,CONS,2,National,7.756351
WB.SP.meantotal,2011,GEO,2011-2016,CONS,1,National,6.30281
WB.SP.meantotal,2016,GEO,2011-2016,CONS,2,National,7.890796
WB.SP.meantotal,2012,GEO,2012-2017,CONS,1,National,6.764418
WB.SP.meantotal,2017,GEO,2012-2017,CONS,2,National,8.134316
WB.SP.meantotal,2013,GEO,2013-2018,CONS,1,National,7.425474
WB.SP.meantotal,2018,GEO,2013-2018,CONS,2,National,7.967622
WB.SP.meantotal,2014,GEO,2014-2019,CONS,1,National,7.756351
WB.SP.meantotal,2019,GEO,2014-2019,CONS,2,National,7.974502
WB.SP.meantotal,2015,GEO,2015-2020,CONS,1,National,7.826256
WB.SP.meantotal,2020,GEO,2015-2020,CONS,2,National,7.255687
WB.SP.meantotal,2016,GEO,2016-2021,CONS,1,National,7.890796
WB.SP.meantotal,2021,GEO,2016-2021,CONS,2,National,7.546758
WB.SP.meantotal,2012,GHA,2012-2016,CONS,1,National,4.842339
WB.SP.meantotal,2016,GHA,2012-2016,CONS,2,National,5.089204
WB.SP.meantotal,2007,GIN,2007-2012,CONS,1,National,3.033863
WB.SP.meantotal,2012,GIN,2007-2012,CONS,2,National,3.860337
WB.SP.meantotal,2010,GMB,2010-2015,CONS,1,National,5.223574
WB.SP.meantotal,2015,GMB,2010-2015,CONS,2,National,5.099948
WB.SP.meantotal,2015,GMB,2015-2020,CONS,1,National,5.099948
WB.SP.meantotal,2020,GMB,2015-2020,CONS,2,National,5.084616
WB.SP.meantotal,2007,GRC,2007-2012,INC,1,National,39.79506
WB.SP.meantotal,2012,GRC,2007-2012,INC,2,National,25.65838
WB.SP.meantotal,2009,GRC,2009-2014,INC,1,National,41.24294
WB.SP.meantotal,2014,GRC,2009-2014,INC,2,National,24.42142
WB.SP.meantotal,2010,GRC,2010-2015,INC,1,National,35.66436
WB.SP.meantotal,2015,GRC,2010-2015,INC,2,National,24.84394
WB.SP.meantotal,2012,GRC,2012-2017,INC,1,National,25.65838
WB.SP.meantotal,2017,GRC,2012-2017,INC,2,National,25.80226
WB.SP.meantotal,2013,GRC,2013-2018,INC,1,National,24.63686
WB.SP.meantotal,2018,GRC,2013-2018,INC,2,National,26.62488
WB.SP.meantotal,2014,GRC,2014-2019,INC,1,National,24.42142
WB.SP.meantotal,2019,GRC,2014-2019,INC,2,National,28.37193
WB.SP.meantotal,2015,GRC,2015-2020,INC,1,National,24.84394
WB.SP.meantotal,2020,GRC,2015-2020,INC,2,National,28.46059
WB.SP.meantotal,2006,HND,2006-2011,INC,1,National,10.25242
WB.SP.meantotal,2011,HND,2006-2011,INC,2,National,10.74651
WB.SP.meantotal,2007,HND,2007-2012,INC,1,National,11.10408
WB.SP.meantotal,2012,HND,2007-2012,INC,2,National,9.609441
WB.SP.meantotal,2009,HND,2009-2014,INC,1,National,11.26711
WB.SP.meantotal,2014,HND,2009-2014,INC,2,National,9.804358
WB.SP.meantotal,2010,HND,2010-2015,INC,1,National,11.17739
WB.SP.meantotal,2015,HND,2010-2015,INC,2,National,9.720328
WB.SP.meantotal,2011,HND,2011-2016,INC,1,National,10.74651
WB.SP.meantotal,2016,HND,2011-2016,INC,2,National,10.20713
WB.SP.meantotal,2012,HND,2012-2017,INC,1,National,9.609441
WB.SP.meantotal,2017,HND,2012-2017,INC,2,National,10.05646
WB.SP.meantotal,2013,HND,2013-2018,INC,1,National,9.594014
WB.SP.meantotal,2018,HND,2013-2018,INC,2,National,10.03073
WB.SP.meantotal,2014,HND,2014-2019,INC,1,National,9.804358
WB.SP.meantotal,2019,HND,2014-2019,INC,2,National,10.12392
WB.SP.meantotal,2004,HRV,2004-2010,CONS,1,National,32.6741
WB.SP.meantotal,2010,HRV,2004-2010,CONS,2,National,26.60446
WB.SP.meantotal,2009,HRV,2009-2012,INC,1,National,24.39383
WB.SP.meantotal,2012,HRV,2009-2012,INC,2,National,20.6849
WB.SP.meantotal,2009,HRV,2009-2014,INC,1,National,24.39383
WB.SP.meantotal,2014,HRV,2009-2014,INC,2,National,21.50516
WB.SP.meantotal,2010,HRV,2010-2015,INC,1,National,22.56873
WB.SP.meantotal,2015,HRV,2010-2015,INC,2,National,22.43629
WB.SP.meantotal,2012,HRV,2012-2017,INC,1,National,20.6849
WB.SP.meantotal,2017,HRV,2012-2017,INC,2,National,25.50312
WB.SP.meantotal,2013,HRV,2013-2018,INC,1,National,20.37284
WB.SP.meantotal,2018,HRV,2013-2018,INC,2,National,27.38707
WB.SP.meantotal,2014,HRV,2014-2019,INC,1,National,21.50516
WB.SP.meantotal,2019,HRV,2014-2019,INC,2,National,29.06671
WB.SP.meantotal,2015,HRV,2015-2020,INC,1,National,22.43629
WB.SP.meantotal,2020,HRV,2015-2020,INC,2,National,30.27419
WB.SP.meantotal,2006,HUN,2006-2011,INC,1,National,20.40541
WB.SP.meantotal,2011,HUN,2006-2011,INC,2,National,20.40102
WB.SP.meantotal,2007,HUN,2007-2012,INC,1,National,19.89384
WB.SP.meantotal,2012,HUN,2007-2012,INC,2,National,19.30195
WB.SP.meantotal,2009,HUN,2009-2014,INC,1,National,19.38899
WB.SP.meantotal,2014,HUN,2009-2014,INC,2,National,20.99327
WB.SP.meantotal,2010,HUN,2010-2015,INC,1,National,20.16505
WB.SP.meantotal,2015,HUN,2010-2015,INC,2,National,21.97263
WB.SP.meantotal,2012,HUN,2012-2017,INC,1,National,19.30195
WB.SP.meantotal,2017,HUN,2012-2017,INC,2,National,24.17077
WB.SP.meantotal,2013,HUN,2013-2018,INC,1,National,19.98358
WB.SP.meantotal,2018,HUN,2013-2018,INC,2,National,25.88276
WB.SP.meantotal,2014,HUN,2014-2019,INC,1,National,20.99327
WB.SP.meantotal,2019,HUN,2014-2019,INC,2,National,28.25648
WB.SP.meantotal,2015,HUN,2015-2020,INC,1,National,21.97263
WB.SP.meantotal,2020,HUN,2015-2020,INC,2,National,29.87507
WB.SP.meantotal,2011,IDN,2011-2014,CONS,1,National,5.36758
WB.SP.meantotal,2014,IDN,2011-2014,CONS,2,National,5.973777
WB.SP.meantotal,2014,IDN,2014-2018,CONS,1,National,5.973777
WB.SP.meantotal,2018,IDN,2014-2018,CONS,2,National,7.259721
WB.SP.meantotal,2015,IDN,2015-2017,CONS,1,National,6.290341
WB.SP.meantotal,2017,IDN,2015-2017,CONS,2,National,6.92318
WB.SP.meantotal,2015,IDN,2015-2019,CONS,1,National,6.290341
WB.SP.meantotal,2019,IDN,2015-2019,CONS,2,National,7.334415
WB.SP.meantotal,2017,IDN,2017-2022,CONS,1,National,6.92318
WB.SP.meantotal,2022,IDN,2017-2022,CONS,2,National,7.793502
WB.SP.meantotal,2004,IND,2004-2011,CONS,1,National,3.119698
WB.SP.meantotal,2011,IND,2004-2011,CONS,2,National,4.021719
WB.SP.meantotal,2007,IRL,2007-2012,INC,1,National,50.26153
WB.SP.meantotal,2012,IRL,2007-2012,INC,2,National,43.05945
WB.SP.meantotal,2009,IRL,2009-2014,INC,1,National,45.58824
WB.SP.meantotal,2014,IRL,2009-2014,INC,2,National,45.06592
WB.SP.meantotal,2010,IRL,2010-2015,INC,1,National,43.9258
WB.SP.meantotal,2015,IRL,2010-2015,INC,2,National,46.50303
WB.SP.meantotal,2011,IRL,2011-2016,INC,1,National,42.74764
WB.SP.meantotal,2016,IRL,2011-2016,INC,2,National,49.68336
WB.SP.meantotal,2012,IRL,2012-2017,INC,1,National,43.05945
WB.SP.meantotal,2017,IRL,2012-2017,INC,2,National,52.798
WB.SP.meantotal,2013,IRL,2013-2018,INC,1,National,42.96079
WB.SP.meantotal,2018,IRL,2013-2018,INC,2,National,54.0526
WB.SP.meantotal,2015,IRL,2015-2020,INC,1,National,46.50303
WB.SP.meantotal,2020,IRL,2015-2020,INC,2,National,58.01934
WB.SP.meantotal,2009,IRN,2009-2013,CONS,1,National,16.42055
WB.SP.meantotal,2013,IRN,2009-2013,CONS,2,National,15.12035
WB.SP.meantotal,2009,IRN,2009-2014,CONS,1,National,16.42055
WB.SP.meantotal,2014,IRN,2009-2014,CONS,2,National,15.01449
WB.SP.meantotal,2013,IRN,2013-2016,CONS,1,National,15.12035
WB.SP.meantotal,2016,IRN,2013-2016,CONS,2,National,15.32194
WB.SP.meantotal,2013,IRN,2013-2018,CONS,1,National,15.12035
WB.SP.meantotal,2018,IRN,2013-2018,CONS,2,National,15.96722
WB.SP.meantotal,2014,IRN,2014-2017,CONS,1,National,15.01449
WB.SP.meantotal,2017,IRN,2014-2017,CONS,2,National,16.52539
WB.SP.meantotal,2014,IRN,2014-2019,CONS,1,National,15.01449
WB.SP.meantotal,2019,IRN,2014-2019,CONS,2,National,14.4523
WB.SP.meantotal,2006,IRQ,2006-2012,CONS,1,National,10.6758
WB.SP.meantotal,2012,IRQ,2006-2012,CONS,2,National,11.30091
WB.SP.meantotal,2007,ISL,2007-2012,INC,1,National,61.4291
WB.SP.meantotal,2012,ISL,2007-2012,INC,2,National,48.62878
WB.SP.meantotal,2009,ISL,2009-2014,INC,1,National,53.74448
WB.SP.meantotal,2014,ISL,2009-2014,INC,2,National,52.48079
WB.SP.meantotal,2010,ISL,2010-2015,INC,1,National,47.6195
WB.SP.meantotal,2015,ISL,2010-2015,INC,2,National,56.03592
WB.SP.meantotal,2012,ISL,2012-2017,INC,1,National,48.62878
WB.SP.meantotal,2017,ISL,2012-2017,INC,2,National,62.84661
WB.SP.meantotal,2010,ISR,2010-2016,INC,1,National,32.49524
WB.SP.meantotal,2016,ISR,2010-2016,INC,2,National,37.80142
WB.SP.meantotal,2012,ISR,2012-2016,INC,1,National,34.30668
WB.SP.meantotal,2016,ISR,2012-2016,INC,2,National,37.80142
WB.SP.meantotal,2013,ISR,2013-2018,INC,1,National,35.63148
WB.SP.meantotal,2018,ISR,2013-2018,INC,2,National,40.9595
WB.SP.meantotal,2007,ITA,2007-2012,INC,1,National,49.29978
WB.SP.meantotal,2012,ITA,2007-2012,INC,2,National,45.35331
WB.SP.meantotal,2009,ITA,2009-2014,INC,1,National,49.14567
WB.SP.meantotal,2014,ITA,2009-2014,INC,2,National,44.63774
WB.SP.meantotal,2010,ITA,2010-2015,INC,1,National,48.31138
WB.SP.meantotal,2015,ITA,2010-2015,INC,2,National,45.7343
WB.SP.meantotal,2012,ITA,2012-2017,INC,1,National,45.35331
WB.SP.meantotal,2017,ITA,2012-2017,INC,2,National,47.7708
WB.SP.meantotal,2013,ITA,2013-2018,INC,1,National,44.91213
WB.SP.meantotal,2018,ITA,2013-2018,INC,2,National,47.96978
WB.SP.meantotal,2015,ITA,2015-2020,INC,1,National,45.7343
WB.SP.meantotal,2020,ITA,2015-2020,INC,2,National,49.67532
WB.SP.meantotal,2006,JOR,2006-2010,CONS,1,National,15.08586
WB.SP.meantotal,2010,JOR,2006-2010,CONS,2,National,16.92439
WB.SP.meantotal,2008,JOR,2008-2010,CONS,1,National,15.06047
WB.SP.meantotal,2010,JOR,2008-2010,CONS,2,National,16.92439
WB.SP.meantotal,2006,KAZ,2006-2010,CONS,1,National,8.211945
WB.SP.meantotal,2010,KAZ,2006-2010,CONS,2,National,9.928319
WB.SP.meantotal,2008,KAZ,2008-2013,CONS,1,National,9.459716
WB.SP.meantotal,2013,KAZ,2008-2013,CONS,2,National,12.57052
WB.SP.meantotal,2009,KAZ,2009-2013,CONS,1,National,9.335917
WB.SP.meantotal,2013,KAZ,2009-2013,CONS,2,National,12.57052
WB.SP.meantotal,2010,KAZ,2010-2015,CONS,1,National,9.928319
WB.SP.meantotal,2015,KAZ,2010-2015,CONS,2,National,11.72429
WB.SP.meantotal,2012,KAZ,2012-2017,CONS,1,National,11.99263
WB.SP.meantotal,2017,KAZ,2012-2017,CONS,2,National,11.66691
WB.SP.meantotal,2013,KAZ,2013-2018,CONS,1,National,12.57052
WB.SP.meantotal,2018,KAZ,2013-2018,CONS,2,National,12.42641
WB.SP.meantotal,2015,KEN,2015-2020,CONS,1,National,4.246111
WB.SP.meantotal,2020,KEN,2015-2020,CONS,2,National,3.504944
WB.SP.meantotal,2006,KGZ,2006-2011,CONS,1,National,6.024228
WB.SP.meantotal,2011,KGZ,2006-2011,CONS,2,National,6.234865
WB.SP.meantotal,2008,KGZ,2008-2012,CONS,1,National,6.42883
WB.SP.meantotal,2012,KGZ,2008-2012,CONS,2,National,6.02049
WB.SP.meantotal,2009,KGZ,2009-2014,CONS,1,National,6.563834
WB.SP.meantotal,2014,KGZ,2009-2014,CONS,2,National,6.201909
WB.SP.meantotal,2010,KGZ,2010-2015,CONS,1,National,6.252797
WB.SP.meantotal,2015,KGZ,2010-2015,CONS,2,National,6.099403
WB.SP.meantotal,2011,KGZ,2011-2016,CONS,1,National,6.234865
WB.SP.meantotal,2016,KGZ,2011-2016,CONS,2,National,6.220695
WB.SP.meantotal,2012,KGZ,2012-2017,CONS,1,National,6.02049
WB.SP.meantotal,2017,KGZ,2012-2017,CONS,2,National,6.263398
WB.SP.meantotal,2013,KGZ,2013-2018,CONS,1,National,5.93448
WB.SP.meantotal,2018,KGZ,2013-2018,CONS,2,National,6.694447
WB.SP.meantotal,2014,KGZ,2014-2019,CONS,1,National,6.201909
WB.SP.meantotal,2019,KGZ,2014-2019,CONS,2,National,7.092162
WB.SP.meantotal,2015,KGZ,2015-2020,CONS,1,National,6.099403
WB.SP.meantotal,2020,KGZ,2015-2020,CONS,2,National,6.453587
WB.SP.meantotal,2012,KOR,2012-2016,INC,1,National,39.52449
WB.SP.meantotal,2016,KOR,2012-2016,INC,2,National,43.20893
WB.SP.meantotal,2007,LAO,2007-2012,CONS,1,National,4.24813
WB.SP.meantotal,2012,LAO,2007-2012,CONS,2,National,5.410252
WB.SP.meantotal,2012,LAO,2012-2018,CONS,1,National,5.410252
WB.SP.meantotal,2018,LAO,2012-2018,CONS,2,National,6.521312
WB.SP.meantotal,2006,LKA,2006-2009,CONS,1,National,6.861555
WB.SP.meantotal,2009,LKA,2006-2009,CONS,2,National,6.911455
WB.SP.meantotal,2006,LKA,2006-2012,CONS,1,National,6.861555
WB.SP.meantotal,2012,LKA,2006-2012,CONS,2,National,7.875568
WB.SP.meantotal,2009,LKA,2009-2012,CONS,1,National,6.911455
WB.SP.meantotal,2012,LKA,2009-2012,CONS,2,National,7.875568
WB.SP.meantotal,2012,LKA,2012-2016,CONS,1,National,7.875568
WB.SP.meantotal,2016,LKA,2012-2016,CONS,2,National,9.070544
WB.SP.meantotal,2016,LKA,2016-2019,CONS,1,National,9.070544
WB.SP.meantotal,2019,LKA,2016-2019,CONS,2,National,9.24845
WB.SP.meantotal,2006,LTU,2006-2011,INC,1,National,20.34096
WB.SP.meantotal,2011,LTU,2006-2011,INC,2,National,21.03254
WB.SP.meantotal,2007,LTU,2007-2012,INC,1,National,24.13554
WB.SP.meantotal,2012,LTU,2007-2012,INC,2,National,22.67146
WB.SP.meantotal,2009,LTU,2009-2014,INC,1,National,21.37534
WB.SP.meantotal,2014,LTU,2009-2014,INC,2,National,25.8693
WB.SP.meantotal,2010,LTU,2010-2015,INC,1,National,19.23251
WB.SP.meantotal,2015,LTU,2010-2015,INC,2,National,28.39632
WB.SP.meantotal,2012,LTU,2012-2017,INC,1,National,22.67146
WB.SP.meantotal,2017,LTU,2012-2017,INC,2,National,32.44142
WB.SP.meantotal,2013,LTU,2013-2018,INC,1,National,23.68924
WB.SP.meantotal,2018,LTU,2013-2018,INC,2,National,34.83408
WB.SP.meantotal,2014,LTU,2014-2019,INC,1,National,25.8693
WB.SP.meantotal,2019,LTU,2014-2019,INC,2,National,38.35838
WB.SP.meantotal,2015,LTU,2015-2020,INC,1,National,28.39632
WB.SP.meantotal,2020,LTU,2015-2020,INC,2,National,43.65488
WB.SP.meantotal,2007,LUX,2007-2012,INC,1,National,80.34227
WB.SP.meantotal,2012,LUX,2007-2012,INC,2,National,78.18992
WB.SP.meantotal,2009,LUX,2009-2014,INC,1,National,79.65165
WB.SP.meantotal,2014,LUX,2009-2014,INC,2,National,78.53787
WB.SP.meantotal,2010,LUX,2010-2015,INC,1,National,78.13435
WB.SP.meantotal,2015,LUX,2010-2015,INC,2,National,73.30916
WB.SP.meantotal,2012,LUX,2012-2017,INC,1,National,78.18992
WB.SP.meantotal,2017,LUX,2012-2017,INC,2,National,79.47343
WB.SP.meantotal,2013,LUX,2013-2018,INC,1,National,77.45407
WB.SP.meantotal,2018,LUX,2013-2018,INC,2,National,83.66757
WB.SP.meantotal,2014,LUX,2014-2019,INC,1,National,78.53787
WB.SP.meantotal,2019,LUX,2014-2019,INC,2,National,83.93839
WB.SP.meantotal,2015,LUX,2015-2020,INC,1,National,73.30916
WB.SP.meantotal,2020,LUX,2015-2020,INC,2,National,93.12235
WB.SP.meantotal,2006,LVA,2006-2011,INC,1,National,18.91822
WB.SP.meantotal,2011,LVA,2006-2011,INC,2,National,19.01943
WB.SP.meantotal,2007,LVA,2007-2012,INC,1,National,24.61444
WB.SP.meantotal,2012,LVA,2007-2012,INC,2,National,19.53978
WB.SP.meantotal,2009,LVA,2009-2014,INC,1,National,19.71549
WB.SP.meantotal,2014,LVA,2009-2014,INC,2,National,23.7168
WB.SP.meantotal,2010,LVA,2010-2015,INC,1,National,18.62454
WB.SP.meantotal,2015,LVA,2010-2015,INC,2,National,25.48624
WB.SP.meantotal,2012,LVA,2012-2017,INC,1,National,19.53978
WB.SP.meantotal,2017,LVA,2012-2017,INC,2,National,29.0199
WB.SP.meantotal,2013,LVA,2013-2018,INC,1,National,21.62823
WB.SP.meantotal,2018,LVA,2013-2018,INC,2,National,31.60463
WB.SP.meantotal,2014,LVA,2014-2019,INC,1,National,23.7168
WB.SP.meantotal,2019,LVA,2014-2019,INC,2,National,32.82148
WB.SP.meantotal,2015,LVA,2015-2020,INC,1,National,25.48624
WB.SP.meantotal,2020,LVA,2015-2020,INC,2,National,35.40273
WB.SP.meantotal,2006,MDA,2006-2011,CONS,1,National,9.727035
WB.SP.meantotal,2011,MDA,2006-2011,CONS,2,National,11.21798
WB.SP.meantotal,2008,MDA,2008-2013,CONS,1,National,10.72482
WB.SP.meantotal,2013,MDA,2008-2013,CONS,2,National,11.72187
WB.SP.meantotal,2009,MDA,2009-2014,CONS,1,National,10.70635
WB.SP.meantotal,2014,MDA,2009-2014,CONS,2,National,11.42711
WB.SP.meantotal,2010,MDA,2010-2015,CONS,1,National,10.93581
WB.SP.meantotal,2015,MDA,2010-2015,CONS,2,National,11.80011
WB.SP.meantotal,2011,MDA,2011-2016,CONS,1,National,11.21798
WB.SP.meantotal,2016,MDA,2011-2016,CONS,2,National,11.45509
WB.SP.meantotal,2012,MDA,2012-2017,CONS,1,National,10.95704
WB.SP.meantotal,2017,MDA,2012-2017,CONS,2,National,11.49922
WB.SP.meantotal,2013,MDA,2013-2018,CONS,1,National,11.72187
WB.SP.meantotal,2018,MDA,2013-2018,CONS,2,National,11.91189
WB.SP.meantotal,2014,MDA,2014-2019,CONS,1,National,11.42711
WB.SP.meantotal,2019,MDA,2014-2019,CONS,2,National,12.11814
WB.SP.meantotal,2016,MDA,2016-2021,CONS,1,National,11.45509
WB.SP.meantotal,2021,MDA,2016-2021,CONS,2,National,12.11186
WB.SP.meantotal,2005,MDG,2005-2010,CONS,1,National,1.946635
WB.SP.meantotal,2010,MDG,2005-2010,CONS,2,National,1.693644
WB.SP.meantotal,2010,MDG,2010-2012,CONS,1,National,1.693644
WB.SP.meantotal,2012,MDG,2010-2012,CONS,2,National,1.590663
WB.SP.meantotal,2008,MEX,2008-2012,INC,1,National,13.97152
WB.SP.meantotal,2012,MEX,2008-2012,INC,2,National,14.08143
WB.SP.meantotal,2010,MEX,2010-2014,INC,1,National,13.02233
WB.SP.meantotal,2014,MEX,2010-2014,INC,2,National,13.41284
WB.SP.meantotal,2016,MEX,2016-2020,INC,1,National,14.36
WB.SP.meantotal,2020,MEX,2016-2020,INC,2,National,13.9727
WB.SP.meantotal,2009,MKD,2009-2014,INC,1,National,10.45098
WB.SP.meantotal,2014,MKD,2009-2014,INC,2,National,11.50928
WB.SP.meantotal,2010,MKD,2010-2014,INC,1,National,10.45082
WB.SP.meantotal,2014,MKD,2010-2014,INC,2,National,11.50928
WB.SP.meantotal,2010,MKD,2010-2015,INC,1,National,10.45082
WB.SP.meantotal,2015,MKD,2010-2015,INC,2,National,12.06787
WB.SP.meantotal,2012,MKD,2012-2017,INC,1,National,10.79284
WB.SP.meantotal,2017,MKD,2012-2017,INC,2,National,13.32954
WB.SP.meantotal,2013,MKD,2013-2018,INC,1,National,10.7579
WB.SP.meantotal,2018,MKD,2013-2018,INC,2,National,13.68535
WB.SP.meantotal,2014,MKD,2014-2019,INC,1,National,11.50928
WB.SP.meantotal,2019,MKD,2014-2019,INC,2,National,14.92671
WB.SP.meantotal,2006,MLI,2006-2009,CONS,1,National,2.917041
WB.SP.meantotal,2009,MLI,2006-2009,CONS,2,National,2.762389
WB.SP.meantotal,2009,MLT,2009-2014,INC,1,National,37.89713
WB.SP.meantotal,2014,MLT,2009-2014,INC,2,National,45.37944
WB.SP.meantotal,2010,MLT,2010-2015,INC,1,National,38.44852
WB.SP.meantotal,2015,MLT,2010-2015,INC,2,National,45.61757
WB.SP.meantotal,2012,MLT,2012-2017,INC,1,National,40.66146
WB.SP.meantotal,2017,MLT,2012-2017,INC,2,National,48.85233
WB.SP.meantotal,2013,MLT,2013-2018,INC,1,National,42.86016
WB.SP.meantotal,2018,MLT,2013-2018,INC,2,National,50.00445
WB.SP.meantotal,2014,MLT,2014-2019,INC,1,National,45.37944
WB.SP.meantotal,2019,MLT,2014-2019,INC,2,National,54.52058
WB.SP.meantotal,2015,MLT,2015-2020,INC,1,National,45.61757
WB.SP.meantotal,2020,MLT,2015-2020,INC,2,National,56.66887
WB.SP.meantotal,2015,MMR,2015-2017,CONS,1,National,6.414802
WB.SP.meantotal,2017,MMR,2015-2017,CONS,2,National,6.579839
WB.SP.meantotal,2006,MNE,2006-2011,CONS,1,National,15.0719
WB.SP.meantotal,2011,MNE,2006-2011,CONS,2,National,17.02553
WB.SP.meantotal,2008,MNE,2008-2013,CONS,1,National,19.49541
WB.SP.meantotal,2013,MNE,2008-2013,CONS,2,National,16.23704
WB.SP.meantotal,2009,MNE,2009-2014,CONS,1,National,19.12732
WB.SP.meantotal,2014,MNE,2009-2014,CONS,2,National,17.05692
WB.SP.meantotal,2012,MNE,2012-2015,INC,1,National,15.56073
WB.SP.meantotal,2015,MNE,2012-2015,INC,2,National,16.19925
WB.SP.meantotal,2012,MNE,2012-2016,INC,1,National,15.56073
WB.SP.meantotal,2016,MNE,2012-2016,INC,2,National,17.61998
WB.SP.meantotal,2013,MNE,2013-2018,INC,1,National,15.4374
WB.SP.meantotal,2018,MNE,2013-2018,INC,2,National,16.95686
WB.SP.meantotal,2010,MNG,2010-2014,CONS,1,National,8.488634
WB.SP.meantotal,2014,MNG,2010-2014,CONS,2,National,11.20758
WB.SP.meantotal,2010,MNG,2010-2016,CONS,1,National,8.488634
WB.SP.meantotal,2016,MNG,2010-2016,CONS,2,National,9.27549
WB.SP.meantotal,2011,MNG,2011-2016,CONS,1,National,9.343779
WB.SP.meantotal,2016,MNG,2011-2016,CONS,2,National,9.27549
WB.SP.meantotal,2011,MNG,2011-2018,CONS,1,National,9.343779
WB.SP.meantotal,2018,MNG,2011-2018,CONS,2,National,9.861787
WB.SP.meantotal,2014,MNG,2014-2018,CONS,1,National,11.20758
WB.SP.meantotal,2018,MNG,2014-2018,CONS,2,National,9.861787
WB.SP.meantotal,2016,MNG,2016-2018,CONS,1,National,9.27549
WB.SP.meantotal,2018,MNG,2016-2018,CONS,2,National,9.861787
WB.SP.meantotal,2002,MOZ,2002-2008,CONS,1,National,1.7692
WB.SP.meantotal,2008,MOZ,2002-2008,CONS,2,National,2.12334
WB.SP.meantotal,2008,MOZ,2008-2014,CONS,1,National,2.12334
WB.SP.meantotal,2014,MOZ,2008-2014,CONS,2,National,2.869371
WB.SP.meantotal,2014,MOZ,2014-2019,CONS,1,National,2.869371
WB.SP.meantotal,2019,MOZ,2014-2019,CONS,2,National,2.102978
WB.SP.meantotal,2008,MRT,2008-2014,CONS,1,National,5.764206
WB.SP.meantotal,2014,MRT,2008-2014,CONS,2,National,6.306488
WB.SP.meantotal,2006,MUS,2006-2012,CONS,1,National,13.17084
WB.SP.meantotal,2012,MUS,2006-2012,CONS,2,National,14.94182
WB.SP.meantotal,2012,MUS,2012-2017,CONS,1,National,14.94182
WB.SP.meantotal,2017,MUS,2012-2017,CONS,2,National,16.50926
WB.SP.meantotal,2004,MWI,2004-2010,CONS,1,National,2.188526
WB.SP.meantotal,2010,MWI,2004-2010,CONS,2,National,2.274237
WB.SP.meantotal,2010,MWI,2010-2016,CONS,1,National,2.274237
WB.SP.meantotal,2016,MWI,2010-2016,CONS,2,National,2.500018
WB.SP.meantotal,2016,MWI,2016-2019,CONS,1,National,2.500018
WB.SP.meantotal,2019,MWI,2016-2019,CONS,2,National,2.069363
WB.SP.meantotal,2011,MYS,2011-2015,INC,1,National,23.16991
WB.SP.meantotal,2015,MYS,2011-2015,INC,2,National,29.36365
WB.SP.meantotal,2015,MYS,2015-2018,INC,1,National,29.36365
WB.SP.meantotal,2018,MYS,2015-2018,INC,2,National,32.81152
WB.SP.meantotal,2003,NAM,2003-2009,CONS,1,National,7.186805
WB.SP.meantotal,2009,NAM,2003-2009,CONS,2,National,8.061875
WB.SP.meantotal,2009,NAM,2009-2015,CONS,1,National,8.061875
WB.SP.meantotal,2015,NAM,2009-2015,CONS,2,National,11.65441
WB.SP.meantotal,2007,NER,2007-2014,CONS,1,National,1.793517
WB.SP.meantotal,2014,NER,2007-2014,CONS,2,National,2.553734
WB.SP.meantotal,2011,NER,2011-2014,CONS,1,National,2.319352
